Property Name,Portfolio Manager ID,Portfolio Manager Meter ID,Meter Name,Meter Type,Units,First Day of First Meter Entry,Last Day of Last Meter Entry
Fairbank Memorial Community Centre,34999214,190082259,AUTO_Fairbank Memorial Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fairbank Memorial Community Centre,34999214,190082261,AUTO_Fairbank Memorial Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fairhaven Park Outdoor Pool,34999734,190082304,AUTO_Fairhaven Park Outdoor Pool-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fairhaven Park Outdoor Pool,34999734,190082305,AUTO_Fairhaven Park Outdoor Pool-Natural Gas,Natural Gas,cm (cubic meters),2013-03-08 00:00:00,2024-01-01 00:00:00
Cedarbrook Community Centre,34999198,190082314,AUTO_Cedarbrook Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Cedarbrook Community Centre,34999198,190082315,AUTO_Cedarbrook Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fairholme Substation,35000681,190082316,AUTO_Fairholme Substation-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Fairmount Park Community Centre,34999456,190082324,AUTO_Fairmount Park Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Family Residence,35000448,190082400,AUTO_Family Residence-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Family Residence,35000448,190082401,AUTO_Family Residence-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Centennial Park,34999645,190082415,AUTO_Centennial Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Centennial Park Arena & Stadium,34999425,190082425,AUTO_Centennial Park Arena & Stadium-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Centennial Park Arena & Stadium,34999425,190082426,AUTO_Centennial Park Arena & Stadium-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Finch Substation,35000682,190082444,AUTO_Finch Substation-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Centennial Park Service Building,35000489,190082448,AUTO_Centennial Park Service Building-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-11-01 00:00:00
Centennial Park Service Building,35000489,190082449,AUTO_Centennial Park Service Building-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Finch West Stn,35000683,190082454,AUTO_Finch West Stn-Electric,Electric - Grid,kWh (thousand Watt-hours),2017-12-17 00:00:00,2024-01-01 00:00:00
Fire & Life Safety Program Office,34999521,190082470,AUTO_Fire & Life Safety Program Office-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire & Life Safety Program Office,34999521,190082471,AUTO_Fire & Life Safety Program Office-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Central Arena,34999426,190082482,AUTO_Central Arena-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Central Arena,34999426,190082483,AUTO_Central Arena-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Centre Island Buildings,34999647,190082490,AUTO_Centre Island Buildings-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Centre Island Police Division,35000273,190082497,AUTO_Centre Island Police Division-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Fire Station 111/TPS Station #56,34999305,190082499,AUTO_Fire Station 111/TPS Station #56-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 111/TPS Station #56,34999305,190082500,AUTO_Fire Station 111/TPS Station #56-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 112/TPS Station #55,34999306,190082508,AUTO_Fire Station 112/TPS Station #55-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 112/TPS Station #55,34999306,190082509,AUTO_Fire Station 112/TPS Station #55-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 113,34999307,190082512,AUTO_Fire Station 113-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 113,34999307,190082513,AUTO_Fire Station 113-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 115,34999309,190082520,AUTO_Fire Station 115-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 115,34999309,190082522,AUTO_Fire Station 115-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 116,34999310,190082529,AUTO_Fire Station 116-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Fire Station 116,34999310,190082530,AUTO_Fire Station 116-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-11-01 00:00:00
Fire Station 121,34999311,190082536,AUTO_Fire Station 121-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 121,34999311,190082537,AUTO_Fire Station 121-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 122,34999312,190082544,AUTO_Fire Station 122-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 122,34999312,190082545,AUTO_Fire Station 122-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 123,34999313,190082569,AUTO_Fire Station 123-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 123,34999313,190082570,AUTO_Fire Station 123-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 132,34999316,190082584,AUTO_Fire Station 132-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 132,34999316,190082586,AUTO_Fire Station 132-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 133,34999317,190082590,AUTO_Fire Station 133-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 133,34999317,190082592,AUTO_Fire Station 133-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 134,34999318,190082597,AUTO_Fire Station 134-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 134,34999318,190082598,AUTO_Fire Station 134-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 141,34999321,190084156,AUTO_Fire Station 141-Electric,Electric - Grid,kWh (thousand Watt-hours),2013-03-01 00:00:00,2024-10-01 00:00:00
Fire Station 141,34999321,190084157,AUTO_Fire Station 141-Natural Gas,Natural Gas,cm (cubic meters),2013-03-01 00:00:00,2024-10-01 00:00:00
Fire Station 142/TPS Station #15,34999322,190084167,AUTO_Fire Station 142/TPS Station #15-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 142/TPS Station #15,34999322,190084169,AUTO_Fire Station 142/TPS Station #15-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 144,34999324,190084178,AUTO_Fire Station 144-Electric,Electric - Grid,kWh (thousand Watt-hours),2022-02-01 00:00:00,2024-01-01 00:00:00
Fire Station 144,34999324,190084179,AUTO_Fire Station 144-Natural Gas,Natural Gas,cm (cubic meters),2021-09-24 00:00:00,2024-01-01 00:00:00
Fire Station 146,34999326,190084185,AUTO_Fire Station 146-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 146,34999326,190084186,AUTO_Fire Station 146-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 211/TPS Station #27,34999327,190084189,AUTO_Fire Station 211/TPS Station #27-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 211/TPS Station #27,34999327,190084190,AUTO_Fire Station 211/TPS Station #27-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 213,34999329,190084196,AUTO_Fire Station 213-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 213,34999329,190084197,AUTO_Fire Station 213-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Chaplin Parkette,34999648,190084258,AUTO_Chaplin Parkette-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-07-01 00:00:00
Fire Station 235,34999343,190084279,AUTO_Fire Station 235-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 235,34999343,190084280,AUTO_Fire Station 235-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Charles G. Williams Park,34999650,190084281,AUTO_Charles G. Williams Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2021-10-28 00:00:00,2024-11-01 00:00:00
Charlotte Maher Park,34999651,190084285,AUTO_Charlotte Maher Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Charlottetown Park,34999652,190084290,AUTO_Charlottetown Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 243/TPS Station #29,34999346,190084292,AUTO_Fire Station 243/TPS Station #29-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 243/TPS Station #29,34999346,190084293,AUTO_Fire Station 243/TPS Station #29-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Chelsea Avenue Playground,34999653,190084294,AUTO_Chelsea Avenue Playground-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Cherry Beach Life Stn,35000274,190084300,AUTO_Cherry Beach Life Stn-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Church Isabella Resident Coop,34999199,190084333,AUTO_Church Isabella Resident Coop-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
City Clerk's Office (2 Hobson Ave),34999108,190084344,AUTO_City Clerk's Office (2 Hobson Ave)-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-06-01 00:00:00
Fire Station 324,34999357,190084370,AUTO_Fire Station 324-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 324,34999357,190084371,AUTO_Fire Station 324-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
City Kids Early Learning & Child Care Centre,34999177,190084373,AUTO_City Kids Early Learning & Child Care Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
City Kids Early Learning & Child Care Centre,34999177,190084374,AUTO_City Kids Early Learning & Child Care Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-10-01 00:00:00
Fire Station 331,34999359,190084382,AUTO_Fire Station 331-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 331,34999359,190084384,AUTO_Fire Station 331-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Clara Will Park,34999656,190084385,AUTO_Clara Will Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2018-11-16 00:00:00,2024-11-01 00:00:00
Cliffcrest Library,35000308,190084394,AUTO_Cliffcrest Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Cliffcrest Library,35000308,190084395,AUTO_Cliffcrest Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Close Avenue Parkette,34999658,190084401,AUTO_Close Avenue Parkette-Electric,Electric - Grid,kWh (thousand Watt-hours),2022-12-01 00:00:00,2024-11-01 00:00:00
Fire Station 341,34999364,190084419,AUTO_Fire Station 341-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 341,34999364,190084420,AUTO_Fire Station 341-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 342,34999365,190084425,AUTO_Fire Station 342-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 342,34999365,190084426,AUTO_Fire Station 342-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 343,34999366,190084432,AUTO_Fire Station 343-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Fire Station 343,34999366,190084433,AUTO_Fire Station 343-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-10-01 00:00:00
Fire Station 411,34999369,190084468,AUTO_Fire Station 411-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 411,34999369,190084469,AUTO_Fire Station 411-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 413,34999371,190084485,AUTO_Fire Station 413-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Fire Station 413,34999371,190084486,AUTO_Fire Station 413-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Cloverdale Park,34999660,190084492,AUTO_Cloverdale Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Coatsworth Cut Tank,35000799,190084497,AUTO_Coatsworth Cut Tank-Electric,Electric - Grid,kWh (thousand Watt-hours),2016-12-01 00:00:00,2024-11-01 00:00:00
Coleman Park,34999662,190084505,AUTO_Coleman Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Colonel Samuel Smith Park,34999665,190084664,AUTO_Colonel Samuel Smith Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Colonel Samuel Smith Park,34999665,190084666,AUTO_Colonel Samuel Smith Park-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-10-01 00:00:00
Columbus Parkette,34999666,190084667,AUTO_Columbus Parkette-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Commander Park Recreation Centre,34999428,190084669,AUTO_Commander Park Recreation Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Commander Park Recreation Centre,34999428,190084671,AUTO_Commander Park Recreation Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
"Communication, Traffic, & Computer Centre",34999534,190084681,"AUTO_Communication, Traffic, & Computer Centre -Electric",Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
"Communication, Traffic, & Computer Centre",34999534,190084682,"AUTO_Communication, Traffic, & Computer Centre -Natural Gas",Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-10-01 00:00:00
Community Paramedicine/Post 17,34999143,190084684,AUTO_Community Paramedicine/Post 17-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Community Paramedicine/Post 17,34999143,190084685,AUTO_Community Paramedicine/Post 17-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Connorvale Park,34999667,190084738,AUTO_Connorvale Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Cullen Bryant Park,34999678,190084980,AUTO_Cullen Bryant Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
David A. Balfour Park,34999683,190085034,AUTO_David A. Balfour Park-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-10-01 00:00:00
David A. Balfour Park,34999683,190085035,AUTO_David A. Balfour Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
David Crombie Park,34999684,190085040,AUTO_David Crombie Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Deer Park Library,35000313,190085053,AUTO_Deer Park Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Deer Park Library,35000313,190085054,AUTO_Deer Park Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Dentonia Park Clubhouse,34999688,190085457,AUTO_Dentonia Park Clubhouse-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Dentonia Park Clubhouse,34999688,190085458,AUTO_Dentonia Park Clubhouse-Natural Gas,Natural Gas,cm (cubic meters),2014-02-05 00:00:00,2024-10-01 00:00:00
Dentonia Park Golf Course,34999689,190085461,AUTO_Dentonia Park Golf Course-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Dentonia Park Golf Course,34999689,190085463,AUTO_Dentonia Park Golf Course-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Derrydowns Park,34999690,190085465,AUTO_Derrydowns Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Dieppe Park Baseball Clubhouse,34999691,190085469,AUTO_Dieppe Park Baseball Clubhouse-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Dieppe Park Baseball Clubhouse,34999691,190085470,AUTO_Dieppe Park Baseball Clubhouse-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Dixon Park Rink,34999693,190085480,AUTO_Dixon Park Rink-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Don Valley Parks,34999697,190085481,AUTO_Don Valley Parks-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Douglas Park,34999700,190085486,AUTO_Douglas Park-Electric,Electric - Grid,kWh (thousand Watt-hours),Not Available,Not Available
Downsview Park Stn,35000670,190085513,AUTO_Downsview Park Stn-Electric,Electric - Grid,kWh (thousand Watt-hours),2017-12-17 00:00:00,2024-10-31 00:00:00
Davisville Subway Stn,35000666,190085530,AUTO_Davisville Subway Stn-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Danforth Substation,35000663,190085535,AUTO_Danforth Substation-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Delaware Substation,35000667,190085611,AUTO_Delaware Substation-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Dufferin Grove Park,34999703,190085663,AUTO_Dufferin Grove Park-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Dufferin Grove Park,34999703,190085664,AUTO_Dufferin Grove Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Dufferin King Park,34999704,190085667,AUTO_Dufferin King Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Dundas Parkette,34999706,190085669,AUTO_Dundas Parkette-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Dunlace Park,34999709,190085674,AUTO_Dunlace Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
E.T. Seton Park,34999712,190085688,AUTO_E.T. Seton Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
East Lynn Park,34999716,190085697,AUTO_East Lynn Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Domenico Di Luca Community Recreation Centre,34999203,190085704,AUTO_Domenico Di Luca Community Recreation Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Domenico Di Luca Community Recreation Centre,34999203,190085705,AUTO_Domenico Di Luca Community Recreation Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Driftwood Community Recreation Centre,34999205,190085708,AUTO_Driftwood Community Recreation Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Driftwood Community Recreation Centre,34999205,190085709,AUTO_Driftwood Community Recreation Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Disco Blower Station,35000491,190085741,AUTO_Disco Blower Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Danforth Coxwell Library,35000310,190085772,AUTO_Danforth Coxwell Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Danforth Coxwell Library,35000310,190085773,AUTO_Danforth Coxwell Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Dawes Road Library,35000312,190085831,AUTO_Dawes Road Library-Natural Gas,Natural Gas,cm (cubic meters),2014-12-01 00:00:00,2023-10-27 00:00:00
Dawes Road Library,35000312,190085832,AUTO_Dawes Road Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Birkdale Community Centre,34999195,190104700,AUTO_Birkdale Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
